OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SHAPE_LENG,Shape__Area,Shape__Length
188,42,101,006400,3008,421010064003008,Block 3008,G5040, , ,S,28963,0,+39.9254650,-075.2439290,888.89757465,311860.304748535,2917.60210973903
189,42,101,006400,3000,421010064003000,Block 3000,G5040, , ,S,217,0,+39.9307998,-075.2429684,65.60389928,4908.60748291016,323.955989020634
190,42,101,006400,3020,421010064003020,Block 3020,G5040, , ,S,13874,0,+39.9239303,-075.2428285,762.85043823,149399.841369629,2503.47277456758
191,42,101,006400,3035,421010064003035,Block 3035,G5040, , ,S,9801,0,+39.9231586,-075.2425546,496.62072123,105487.194030762,1629.83927025181
192,42,101,003600,3035,421010036003035,Block 3035,G5040, , ,S,23005,0,+39.9217650,-075.1926320,642.86506036,247559.300842285,2109.2468056209
193,42,101,980900,1129,421019809001129,Block 1129,G5040, , ,S,108376,0,+39.9026623,-075.1985478,2185.62655877,1036209.12689209,6359.48756215346
194,42,101,006900,1004,421010069001004,Block 1004,G5040, , ,S,7953,0,+39.9320468,-075.2155096,362.58221935,63032.5732421875,1032.601365055
195,42,101,980900,1064,421019809001064,Block 1064,G5040, , ,S,200223,0,+39.9168398,-075.2211870,2158.19923529,2089529.20288086,7066.18619974685
196,42,101,980900,1079,421019809001079,Block 1079,G5040, , ,S,19767,0,+39.9111283,-075.2225171,1372.50087871,212768.167053223,4504.64480359979
197,42,101,980900,1066,421019809001066,Block 1066,G5040, , ,S,1207377,7500,+39.9000437,-075.2215972,7492.26605919,13294126.244751,24293.5014798354
198,42,101,006000,2008,421010060002008,Block 2008,G5040, , ,S,3249,0,+39.9097709,-075.2361298,241.73895768,35985.2041625977,803.729360238118
199,42,101,980400,1007,421019804001007,Block 1007,G5040, , ,S,1233969,0,+39.8796073,-075.2325059,6839.98640421,15724150.1902466,24411.8803997634
200,42,101,980900,1170,421019809001170,Block 1170,G5040, , ,S,0,14639,+39.8874155,-075.2174205,880.7820395,157639.489624023,2891.15875722595
201,42,101,005400,1001,421010054001001,Block 1001,G5040, , ,S,0,430751,+39.8855354,-075.2599263,6339.9805294,5496144.2354126,21112.5072219111
202,42,101,980900,1027,421019809001027,Block 1027,G5040, , ,S,24603,0,+39.9209109,-075.2003658,647.43962937,298732.118774414,2209.65263802622
203,42,101,980900,1045,421019809001045,Block 1045,G5040, , ,S,3040,0,+39.9168612,-075.2011729,248.41062236,38018.75,885.027485259126
204,42,101,005500,3002,421010055003002,Block 3002,G5040, , ,S,1908,0,+39.9063800,-075.2438482,184.00909545,19888.1854248047,601.213383957824
205,42,101,006100,1013,421010061001013,Block 1013,G5040, , ,S,12954,0,+39.9142899,-075.2275113,454.87374706,152408.839294434,1577.24241697756
206,42,101,007000,3000,421010070003000,Block 3000,G5040, , ,S,64664,0,+39.9334948,-075.2204610,1553.96183759,696200.040588379,5100.65250442666
207,42,101,005500,1018,421010055001018,Block 1018,G5040, , ,S,13350,0,+39.9064211,-075.2498697,796.3376853,131657.982727051,1605.71901122698
208,42,101,005400,1016,421010054001016,Block 1016,G5040, , ,S,294,0,+39.8765499,-075.2612768,83.06942693,1699.43389892578,264.635588628963
209,42,101,003600,4012,421010036004012,Block 4012,G5040, , ,S,9968,0,+39.9308949,-075.1943908,462.64268119,118103.569885254,1546.25932248701
210,42,101,003600,4013,421010036004013,Block 4013,G5040, , ,S,9174,0,+39.9318506,-075.1936049,408.83663049,101277.950378418,1351.62709981195
211,42,101,980900,1063,421019809001063,Block 1063,G5040, , ,S,6384,0,+39.9147378,-075.2078518,366.03055525,114961.685424805,1483.37658135005
212,42,101,980900,1130,421019809001130,Block 1130,G5040, , ,S,950,0,+39.9051837,-075.1939931,188.55881981,34475.7161254883,923.573877810362
213,42,101,005000,1024,421010050001024,Block 1024,G5040, , ,S,153222,0,+39.8972583,-075.1943443,2089.50917018,2201039.31976318,8062.2511894893
214,42,101,037300,3018,421010373003018,Block 3018,G5040, , ,S,5629,0,+39.9054187,-075.1923664,784.1338109,130460.491699219,2814.62749124905
215,42,101,980900,1147,421019809001147,Block 1147,G5040, , ,S,1392,0,+39.8920555,-075.2238817,162.09309024,14941.2113037109,531.40025876581
216,42,101,980400,1006,421019804001006,Block 1006,G5040, , ,S,5253,0,+39.8766820,-075.2157613,818.00882276,52492.5494995117,2700.8082518654
217,42,101,980900,1197,421019809001197,Block 1197,G5040, , ,S,21194,0,+39.8837263,-075.2277612,788.19590815,175419.928405762,2507.52962874306
218,42,101,006000,1021,421010060001021,Block 1021,G5040, , ,S,3380,0,+39.9054586,-075.2404937,569.20770417,36698.4440307617,1890.24941008947
219,42,101,006000,1006,421010060001006,Block 1006,G5040, , ,S,71109,0,+39.9121242,-075.2340008,1161.50603069,776031.133972168,3848.54578937785
220,42,101,006500,2005,421010065002005,Block 2005,G5040, , ,S,4333,0,+39.9297341,-075.2387217,580.13137028,14182.0983276367,863.069658807803
221,42,101,006300,4005,421010063004005,Block 4005,G5040, , ,S,3542,0,+39.9195289,-075.2389295,357.55005263,38608.6712036133,1185.77684499036
222,42,101,980900,1068,421019809001068,Block 1068,G5040, , ,S,13495,0,+39.9114652,-075.2154611,826.06273644,149612.28137207,2475.26037137736
223,42,101,980900,1085,421019809001085,Block 1085,G5040, , ,S,72491,0,+39.9070676,-075.2328765,1089.46946391,934643.587280273,3895.62883092897
224,42,101,980900,1111,421019809001111,Block 1111,G5040, , ,S,9063,0,+39.8931901,-075.2294336,749.09546438,107050.034240723,2694.03636249072
225,42,101,980900,1168,421019809001168,Block 1168,G5040, , ,S,29891,0,+39.8879991,-075.2188729,1184.87501884,189757.72869873,3739.61578553043
226,42,101,980900,1151,421019809001151,Block 1151,G5040, , ,S,0,555,+39.8897922,-075.2191731,102.77913215,5975.84057617188,337.336970066027
227,42,101,980900,1221,421019809001221,Block 1221,G5040, , ,S,472,0,+39.8885266,-075.2182150,86.76998612,5075.01525878906,284.793151750069
228,42,101,980900,1222,421019809001222,Block 1222,G5040, , ,S,483,0,+39.8883945,-075.2174852,90.9431665,5186.05230712891,298.511599634677
229,42,101,006300,4024,421010063004024,Block 4024,G5040, , ,S,6124,0,+39.9178849,-075.2464715,401.38445666,46044.4194335938,1263.09039419033
230,42,101,980900,1070,421019809001070,Block 1070,G5040, , ,S,4231,0,+39.8935183,-075.2264883,664.75816191,45496.0682983398,2181.62367049399
231,42,101,980900,1098,421019809001098,Block 1098,G5040, , ,S,3052,0,+39.9028310,-075.2396739,589.91341579,32881.9832763672,1936.79638445207
232,42,101,003600,4014,421010036004014,Block 4014,G5040, , ,S,10737,0,+39.9308261,-075.1954066,435.19417386,99766.2521972656,1379.39147917448
233,42,101,006400,3017,421010064003017,Block 3017,G5040, , ,S,15540,0,+39.9251586,-075.2400062,524.75354836,170068.698242188,1742.63795784058
234,42,101,006100,1012,421010061001012,Block 1012,G5040, , ,S,1759,0,+39.9123104,-075.2316154,314.11956006,18137.6041259766,1031.40868846967
235,42,101,006300,4003,421010063004003,Block 4003,G5040, , ,S,11206,0,+39.9208958,-075.2378290,500.89964367,135005.962097168,1684.88084991063
236,42,101,006400,1003,421010064001003,Block 1003,G5040, , ,S,38189,0,+39.9301775,-075.2418723,1300.93194429,375304.558288574,4303.58785778527
237,42,101,006600,1008,421010066001008,Block 1008,G5040, , ,S,19176,0,+39.9306598,-075.2239855,587.49117868,206911.782592773,1905.45143051223
238,42,101,007000,3002,421010070003002,Block 3002,G5040, , ,S,33129,0,+39.9322428,-075.2230257,753.63417575,356576.782043457,2474.42521066125
239,42,101,980900,1209,421019809001209,Block 1209,G5040, , ,S,18461,0,+39.8774301,-075.2497210,1372.70660586,198780.715209961,4505.40598440062
240,42,101,980400,1012,421019804001012,Block 1012,G5040, , ,S,863649,0,+39.8808279,-075.2420351,5368.36110628,7135122.30438232,16272.034012842
241,42,101,980900,1191,421019809001191,Block 1191,G5040, , ,S,7722,0,+39.8871024,-075.2139676,712.71843762,90995.7112426758,2402.96437586086
242,42,101,980900,1126,421019809001126,Block 1126,G5040, , ,S,0,175068,+39.8943756,-075.2051719,3031.8670548,1696043.1583252,9933.02857310508
243,42,101,006900,1000,421010069001000,Block 1000,G5040, , ,S,0,102803,+39.9301382,-075.2103054,2667.94008738,1227450.67718506,9071.9605894886
244,42,101,980900,1062,421019809001062,Block 1062,G5040, , ,S,5725,0,+39.9150091,-075.2068165,329.5036135,16320.7088623047,814.337880357409
245,42,101,006000,5004,421010060005004,Block 5004,G5040, , ,S,11750,0,+39.9164221,-075.2370083,484.55347527,126516.532287598,1590.04366086522
246,42,101,006200,2005,421010062002005,Block 2005,G5040, , ,S,13556,0,+39.9188657,-075.2304612,507.18669149,145967.762512207,1664.84302531802
247,42,101,006200,4014,421010062004014,Block 4014,G5040, , ,S,5397,0,+39.9160928,-075.2344132,311.43777416,58100.3947143555,1022.36274158384
248,42,101,006000,1005,421010060001005,Block 1005,G5040, , ,S,5572,0,+39.9123684,-075.2358000,384.62663744,60000.7702636719,1262.38455167754
249,42,101,006500,2008,421010065002008,Block 2008,G5040, , ,S,7029,0,+39.9316698,-075.2320247,354.78448707,75557.3673706055,1163.70515842335
250,42,101,006600,4003,421010066004003,Block 4003,G5040, , ,S,25144,0,+39.9274605,-075.2330293,634.05096311,270837.902587891,2081.76288056737
251,42,101,006600,3006,421010066003006,Block 3006,G5040, , ,S,3300,0,+39.9273464,-075.2352504,239.317917,35568.6865844727,786.070474797713
252,42,101,006300,2005,421010063002005,Block 2005,G5040, , ,S,7148,0,+39.9252083,-075.2367321,343.50561245,77016.1088256836,1127.80375633467
253,42,101,006300,2008,421010063002008,Block 2008,G5040, , ,S,11599,0,+39.9234958,-075.2359572,456.09266764,124692.402038574,1496.18500711063
254,42,101,006300,2003,421010063002003,Block 2003,G5040, , ,S,11600,0,+39.9239627,-075.2353006,457.51107829,124919.010192871,1501.6393586291
255,42,101,006300,3003,421010063003003,Block 3003,G5040, , ,S,8145,0,+39.9227290,-075.2370399,411.6083273,87674.6948852539,1351.16809589395
256,42,101,006300,1003,421010063001003,Block 1003,G5040, , ,S,8029,0,+39.9249515,-075.2347306,398.35862043,86532.1138916016,1307.75948969258
257,42,101,006700,4008,421010067004008,Block 4008,G5040, , ,S,7218,0,+39.9239747,-075.2313088,395.85992075,77646.6761474609,1299.25279821856
258,42,101,006400,3029,421010064003029,Block 3029,G5040, , ,S,0,2505,+39.9266810,-075.2444653,934.67044954,25124.9254150391,2807.31468991864
259,42,101,006400,3019,421010064003019,Block 3019,G5040, , ,S,15276,0,+39.9244675,-075.2427399,789.09612526,164303.130737305,2589.43467234405
260,42,101,006400,3031,421010064003031,Block 3031,G5040, , ,S,27820,0,+39.9220956,-075.2452917,689.75588513,299767.531799316,2263.88385349606
261,42,101,006400,1004,421010064001004,Block 1004,G5040, , ,S,2181,0,+39.9306316,-075.2421924,422.94592929,14614.5225830078,708.30676279715
262,42,101,006400,2005,421010064002005,Block 2005,G5040, , ,S,10207,0,+39.9286061,-075.2431515,547.13866719,109841.395263672,1795.87807447857
263,42,101,006400,3011,421010064003011,Block 3011,G5040, , ,S,12358,0,+39.9272892,-075.2398449,469.21340461,135140.507141113,1604.5437588086
264,42,101,006400,3012,421010064003012,Block 3012,G5040, , ,S,15433,0,+39.9267009,-075.2390860,506.90091781,167914.032653809,1673.59267805032
265,42,101,006400,1002,421010064001002,Block 1002,G5040, , ,S,4617,0,+39.9289802,-075.2377060,288.44230795,49668.8360595703,946.812987566898
266,42,101,006400,1001,421010064001001,Block 1001,G5040, , ,S,6107,0,+39.9287424,-075.2371380,350.59897052,65737.7917480469,1150.84312659827
267,42,101,006400,1007,421010064001007,Block 1007,G5040, , ,S,8257,0,+39.9275783,-075.2378351,405.23963457,88948.6116943359,1330.04896011404
268,42,101,006400,3022,421010064003022,Block 3022,G5040, , ,S,7899,0,+39.9237963,-075.2404034,355.63728497,85052.7442016602,1167.58109322211
269,42,101,006300,3001,421010063003001,Block 3001,G5040, , ,S,14090,0,+39.9235022,-075.2379590,510.85711007,151542.58404541,1676.33967124375
270,42,101,980900,1182,421019809001182,Block 1182,G5040, , ,S,5891,0,+39.8900730,-075.2349238,809.68635085,61949.1270751953,2580.9019918394
271,42,101,005600,1010,421010056001010,Block 1010,G5040, , ,S,6132,0,+39.9011932,-075.2487616,745.09248838,65871.3889160156,2445.66904107114
272,42,101,006700,6009,421010067006009,Block 6009,G5040, , ,S,9736,0,+39.9218833,-075.2240810,451.46632616,96425.2181396484,1450.75984600378
273,42,101,006700,6003,421010067006003,Block 6003,G5040, , ,S,9343,0,+39.9241826,-075.2230843,438.92322236,99279.1212158203,1410.00102677304
274,42,101,006000,2009,421010060002009,Block 2009,G5040, , ,S,2822,0,+39.9102715,-075.2353355,244.62748981,31532.9345092773,810.750571785721
275,42,101,006100,2008,421010061002008,Block 2008,G5040, , ,S,9688,0,+39.9175346,-075.2282871,434.02577389,121173.258361816,1565.87903301514
276,42,101,006100,2007,421010061002007,Block 2007,G5040, , ,S,15848,0,+39.9169270,-075.2276624,509.36286503,153765.183532715,1671.17729492609
277,42,101,006700,3004,421010067003004,Block 3004,G5040, , ,S,14058,0,+39.9214939,-075.2259675,493.85452533,151235.180358887,1620.78636117857
278,42,101,006700,6007,421010067006007,Block 6007,G5040, , ,S,8568,0,+39.9222740,-075.2248562,370.60943169,92285.3906860352,1216.8004870184
279,42,101,006700,2002,421010067002002,Block 2002,G5040, , ,S,1662,0,+39.9204690,-075.2245758,351.49556955,48077.9479980469,1263.11198074781
280,42,101,006700,2008,421010067002008,Block 2008,G5040, , ,S,1637,0,+39.9190888,-075.2255185,320.45534875,45663.7512207031,1178.80192667991
281,42,101,006100,1002,421010061001002,Block 1002,G5040, , ,S,9693,0,+39.9169990,-075.2257378,496.27414694,83676.0967407227,1532.86562061805
282,42,101,006700,2003,421010067002003,Block 2003,G5040, , ,S,21819,0,+39.9199525,-075.2238794,600.38265934,213318.53503418,1875.93616997087
283,42,101,007000,5011,421010070005011,Block 5011,G5040, , ,S,5163,0,+39.9345120,-075.2197864,300.16949322,55604.9902954102,985.629165370146
284,42,101,006900,2002,421010069002002,Block 2002,G5040, , ,S,12639,0,+39.9314368,-075.2187309,494.44865862,135900.709594727,1622.32342308514
285,42,101,006900,2009,421010069002009,Block 2009,G5040, , ,S,1948,0,+39.9286994,-075.2189155,361.02566247,31852.7819824219,1219.70845993656
286,42,101,006700,4009,421010067004009,Block 4009,G5040, , ,S,25238,0,+39.9232208,-075.2304091,639.5748254,271628.540283203,2098.6519014621
287,42,101,006200,4002,421010062004002,Block 4002,G5040, , ,S,8619,0,+39.9227436,-075.2321132,407.20470341,92670.8863525391,1335.98485904457
288,42,101,006600,1001,421010066001001,Block 1001,G5040, , ,S,10108,0,+39.9329327,-075.2281854,467.53960764,108714.90802002,1534.31943109103
289,42,101,006600,1005,421010066001005,Block 1005,G5040, , ,S,4786,0,+39.9318723,-075.2260741,281.56258524,61685.2724609375,1014.03165237614
290,42,101,006700,7004,421010067007004,Block 7004,G5040, , ,S,6789,0,+39.9274477,-075.2243183,429.22034747,65552.6774291992,1381.47203301179
291,42,101,006600,4007,421010066004007,Block 4007,G5040, , ,S,11263,0,+39.9264904,-075.2296075,432.61441422,121289.93963623,1420.26228788327
292,42,101,006700,7002,421010067007002,Block 7002,G5040, , ,S,45637,0,+39.9281787,-075.2254023,1765.24057274,497943.721740723,5819.90031331234
293,42,101,006700,5009,421010067005009,Block 5009,G5040, , ,S,9357,0,+39.9258464,-075.2288138,407.82837307,100637.493774414,1338.09096923416
294,42,101,006700,6000,421010067006000,Block 6000,G5040, , ,S,10503,0,+39.9252866,-075.2243981,471.58875468,113077.910461426,1548.1559441409
295,42,101,006400,3006,421010064003006,Block 3006,G5040, , ,S,11050,0,+39.9283220,-075.2437398,604.33648036,116512.259643555,1961.46563170326
296,42,101,980400,1015,421019804001015,Block 1015,G5040, , ,S,42407,1155,+39.8776728,-075.2167304,898.03288282,455363.821289063,2860.80911172158
297,42,101,980900,1164,421019809001164,Block 1164,G5040, , ,S,328673,57742,+39.8871184,-075.2002457,2441.35793459,4186950.73376465,7845.12356482011
298,42,101,003600,4008,421010036004008,Block 4008,G5040, , ,S,5987,0,+39.9333631,-075.1973262,308.82678623,73299.7943725586,1106.1678404614
299,42,101,003300,6008,421010033006008,Block 6008,G5040, , ,S,6128,0,+39.9345450,-075.1950477,362.17595576,65995.2011108398,1188.7167281498
300,42,101,003300,5008,421010033005008,Block 5008,G5040, , ,S,6304,0,+39.9344048,-075.1940051,366.17234102,67775.3381347656,1201.47738583581
301,42,101,003300,5009,421010033005009,Block 5009,G5040, , ,S,6463,0,+39.9329807,-075.1926879,368.99114102,69704.4534301758,1211.56199880413
302,42,101,003300,5013,421010033005013,Block 5013,G5040, , ,S,6412,0,+39.9317609,-075.1929532,367.74182438,68996.7033081055,1206.90070520656
303,42,101,003600,1009,421010036001009,Block 1009,G5040, , ,S,9662,0,+39.9292911,-075.1933642,417.30240171,104065.873413086,1369.85020502684
304,42,101,006400,3037,421010064003037,Block 3037,G5040, , ,S,13787,0,+39.9213696,-075.2437376,502.48673917,148368.018432617,1649.13591402335
305,42,101,006300,4010,421010063004010,Block 4010,G5040, , ,S,29092,0,+39.9205604,-075.2428331,683.01307146,313270.138366699,2242.45975081102
306,42,101,005500,2000,421010055002000,Block 2000,G5040, , ,S,11621,0,+39.9103044,-075.2431191,467.17472573,124961.102294922,1532.94836331976
307,42,101,005500,2003,421010055002003,Block 2003,G5040, , ,S,8546,0,+39.9105941,-075.2456262,410.38426741,92009.3670654297,1347.10347536271
308,42,101,006000,1014,421010060001014,Block 1014,G5040, , ,S,6630,0,+39.9112668,-075.2417430,343.18080655,33665.411315918,958.213291726049
309,42,101,006300,4002,421010063004002,Block 4002,G5040, , ,S,28953,0,+39.9216207,-075.2386252,684.34120802,311559.813354492,2246.13557255629
310,42,101,006300,4004,421010063004004,Block 4004,G5040, , ,S,5637,0,+39.9206468,-075.2374288,437.66041414,49605.463684082,1416.28370145164
311,42,101,006000,5001,421010060005001,Block 5001,G5040, , ,S,11119,0,+39.9176314,-075.2393688,484.59195114,119738.501281738,1590.35483971092
312,42,101,006000,5003,421010060005003,Block 5003,G5040, , ,S,11405,0,+39.9168618,-075.2384582,488.45295546,122714.533752441,1602.84144402013
313,42,101,006000,4006,421010060004006,Block 4006,G5040, , ,S,11041,0,+39.9144733,-075.2403463,426.25669479,118990.044616699,1399.31542042112
314,42,101,006000,3006,421010060003006,Block 3006,G5040, , ,S,10770,0,+39.9125951,-075.2393762,474.49701108,115953.07043457,1557.39190769613
315,42,101,980900,1094,421019809001094,Block 1094,G5040, , ,S,40787,0,+39.9027605,-075.2388444,942.39007488,446773.518127441,3125.46281427693
316,42,101,005400,1005,421010054001005,Block 1005,G5040, , ,S,101506,0,+39.8953721,-075.2522886,1274.34383582,1092857.61505127,4182.44780865619
317,42,101,006900,1011,421010069001011,Block 1011,G5040, , ,S,11827,0,+39.9298533,-075.2173124,499.73680902,127480.221557617,1640.80723182803
318,42,101,006900,1013,421010069001013,Block 1013,G5040, , ,S,105724,0,+39.9277355,-075.2142852,1349.37680506,1123958.61108398,4395.51939218651
